2023-11-27 00:14:41,331 INFO    StreamThr :31832 [internal.py:wandb_internal():86] W&B internal server running at pid: 31832, started at: 2023-11-27 00:14:41.329682
2023-11-27 00:14:41,332 DEBUG   HandlerThread:31832 [handler.py:handle_request():146] handle_request: status
2023-11-27 00:14:41,338 INFO    WriterThread:31832 [datastore.py:open_for_write():85] open: /Users/divyamyadav/Desktop/Learning/ml/env/learning_microstructure_evolution/wandb/run-20231127_001441-ygnf7fil/run-ygnf7fil.wandb
2023-11-27 00:14:41,339 DEBUG   SenderThread:31832 [sender.py:send():380] send: header
2023-11-27 00:14:41,356 DEBUG   SenderThread:31832 [sender.py:send():380] send: run
2023-11-27 00:14:42,118 INFO    SenderThread:31832 [dir_watcher.py:__init__():211] watching files in: /Users/divyamyadav/Desktop/Learning/ml/env/learning_microstructure_evolution/wandb/run-20231127_001441-ygnf7fil/files
2023-11-27 00:14:42,118 INFO    SenderThread:31832 [sender.py:_start_run_threads():1124] run started: ygnf7fil with start time 1701024281.330152
2023-11-27 00:14:42,127 DEBUG   HandlerThread:31832 [handler.py:handle_request():146] handle_request: check_version
2023-11-27 00:14:42,127 DEBUG   SenderThread:31832 [sender.py:send_request():407] send_request: check_version
2023-11-27 00:14:42,227 DEBUG   HandlerThread:31832 [handler.py:handle_request():146] handle_request: run_start
2023-11-27 00:14:42,233 DEBUG   HandlerThread:31832 [system_info.py:__init__():32] System info init
2023-11-27 00:14:42,233 DEBUG   HandlerThread:31832 [system_info.py:__init__():47] System info init done
2023-11-27 00:14:42,233 INFO    HandlerThread:31832 [system_monitor.py:start():194] Starting system monitor
2023-11-27 00:14:42,233 INFO    SystemMonitor:31832 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-27 00:14:42,233 INFO    HandlerThread:31832 [system_monitor.py:probe():214] Collecting system info
2023-11-27 00:14:42,234 INFO    SystemMonitor:31832 [interfaces.py:start():190] Started cpu monitoring
2023-11-27 00:14:42,235 DEBUG   HandlerThread:31832 [system_info.py:probe():196] Probing system
2023-11-27 00:14:42,235 INFO    SystemMonitor:31832 [interfaces.py:start():190] Started disk monitoring
2023-11-27 00:14:42,237 INFO    SystemMonitor:31832 [interfaces.py:start():190] Started gpuapple monitoring
2023-11-27 00:14:42,238 INFO    SystemMonitor:31832 [interfaces.py:start():190] Started memory monitoring
2023-11-27 00:14:42,239 INFO    SystemMonitor:31832 [interfaces.py:start():190] Started network monitoring
2023-11-27 00:14:42,242 DEBUG   HandlerThread:31832 [system_info.py:_probe_git():181] Probing git
2023-11-27 00:14:42,260 DEBUG   HandlerThread:31832 [system_info.py:_probe_git():189] Probing git done
2023-11-27 00:14:42,260 DEBUG   HandlerThread:31832 [system_info.py:probe():244] Probing system done
2023-11-27 00:14:42,261 DEBUG   HandlerThread:31832 [system_monitor.py:probe():223] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.11.6', 'heartbeatAt': '2023-11-26T18:44:42.235882', 'startedAt': '2023-11-26T18:44:41.315963', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/divyamyadav/Desktop/Learning/ml/env/learning_microstructure_evolution/ms_model_train.py', 'codePathLocal': 'ms_model_train.py', 'codePath': 'ms_model_train.py', 'git': {'remote': 'https://github.com/Mooon/learning_microstructure_evolution', 'commit': '5cf24c1cc8b4ed298beec24c93ed010cb9b43fb4'}, 'email': 'msm19b031@iiitdm.ac.in', 'root': '/Users/divyamyadav/Desktop/Learning/ml/env/learning_microstructure_evolution', 'host': 'Divyams-MacBook-Pro.local', 'username': 'divyamyadav', 'executable': '/Users/divyamyadav/Desktop/Learning/ml/env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 12.439521789550781}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-11-27 00:14:42,261 INFO    HandlerThread:31832 [system_monitor.py:probe():224] Finished collecting system info
2023-11-27 00:14:42,261 INFO    HandlerThread:31832 [system_monitor.py:probe():227] Publishing system info
2023-11-27 00:14:42,261 DEBUG   HandlerThread:31832 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-27 00:14:42,261 DEBUG   HandlerThread:31832 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-27 00:14:42,261 INFO    HandlerThread:31832 [system_monitor.py:probe():229] Finished publishing system info
2023-11-27 00:14:42,264 DEBUG   SenderThread:31832 [sender.py:send():380] send: files
2023-11-27 00:14:42,264 INFO    SenderThread:31832 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
